text,rating,sentiment,text_clean,sentiment_encoded
"Barang bagus, sippp, harga sesuai",5,Positif,barang bagus sippp harga sesuai,2
Produk sesuai deskripsi dan dikirim dg cepat dan packing yg rapi,5,Positif,produk sesuai deskripsi dikirim dg cepat packing yg rapi,2
"Siap komandan ... 
keren lah fast respond",5,Positif,komandan keren fast respond,2
"barang original, pengiriman cepat &amp; packing aman! thanks luxolite 👍🏻👍🏻",5,Positif,barang original pengiriman cepat amp packing aman thanks luxolite 👍🏻👍🏻,2
"Barang tiba cukup cepat. Packaging aman, bagus. Kurang garansi saja...",4,Positif,barang cepat packaging aman bagus garansi,2
Layanan cepat dan produk sesuai tapi kartu garansinya kok tidak ada ya.,4,Positif,layanan cepat produk sesuai kartu garansinya ya,2
"Barang sudah diterima dengan baik, recommended seller mantap!",5,Positif,barang diterima recommended seller mantap,2
overall good dan barang ori beserta box dan kartu garansi nya,5,Positif,overall good barang ori beserta box kartu garansi nya,2
Barang dalam keadaan baik dan sesuai keinginan. Terima kasih...,5,Positif,barang sesuai terima kasih,2
"Istimewaaaa iniiiii, terima ksihh",5,Positif,istimewaaaa iniiiii terima ksihh,2
Barang sangat cepat sampai dan dengan kondisi bagus. Terima Kasih.,5,Positif,barang cepat kondisi bagus terima kasih,2
Barangnya sesuai dengan yg di gambar... packingnya ok.... tq ya,5,Positif,barangnya sesuai yg gambar packingnya ok tq ya,2
Keren barang sudah smpai dan sesuai dengan gambar original 100%,5,Positif,keren barang smpai sesuai gambar original,2
"Mantap lah, pelayanan cepat, beli kemarin sekarang udah sampe, barang bagus",5,Positif,mantap pelayanan cepat beli kemarin udah sampe barang bagus,2
Produk ori lengkap dengan box dan buku petunjuk/garansi resmi. Berfungsi dengan sangat baik. Pengiriman cepat dengan kemasan yang rapi dan aman,5,Positif,produk ori lengkap box buku petunjukgaransi resmi berfungsi pengiriman cepat kemasan rapi aman,2
"Thank you ka... Barang udh nyampe dgn aman... In time... Buat kado soalnya, takut telat nyampe... Hehe...
Barang bagus, packing rapi, sesuai orderan... Sukses terus ya ka... 😁",4,Positif,thank you ka barang udh nyampe dgn aman in time kado takut telat nyampe hehe barang bagus packing rapi sesuai orderan sukses ya ka 😁,2
"Expetasi sesuai dengan realita 🙏 puaasssss, excellent",5,Positif,expetasi sesuai realita 🙏 puaasssss excellent,2
Barang cepat sampai dan lumayan ringan untuk jam tangan,5,Positif,barang cepat lumayan ringan jam tangan,2
respon cepat. barang bagus,5,Positif,respon cepat barang bagus,2
Produk oke. Puas sama barang nya,5,Positif,produk oke puas barang nya,2
Mantappp barang sudah mendarat dengan mulussss,5,Positif,mantappp barang mendarat mulussss,2
"Thanks, barang sesuai deskripsi",5,Positif,thanks barang sesuai deskripsi,2
"Packing baik, produk original dan kiriman cepat sampai. Recommended Seller",5,Positif,packing produk original kiriman cepat recommended seller,2
"Ga kapok belanja disini, kayaknya nanti mau beli lagi disini, sudah pelayanan nya baik, responsif, barang original, mulus, packing rapi mantap pokoknya",5,Positif,ga kapok belanja kayaknya beli pelayanan nya responsif barang original mulus packing rapi mantap pokoknya,2
Gooooooooooooooooooooooooooooodd,5,Positif,gooooooooooooooooooooooooooooodd,2
"Respon seller cepat, pengiriman cepat, jamnya bagus",5,Positif,respon seller cepat pengiriman cepat jamnya bagus,2
bagus...ditunggu flash salenya lagi,5,Positif,bagusditunggu flash salenya,2
Untuk spesifikasi sesuai dengan diskripsi.. harga sangat kompetitif,5,Positif,spesifikasi sesuai diskripsi harga kompetitif,2
"Ukuran warna sesuai foto dan deskripsi, produk bekerja dengan baik, packaging cukup rapih dan aman. Hanya sedikit keterlambatan pengiriman. Tetapi keseluruhannya sangat bagus",5,Positif,ukuran warna sesuai foto deskripsi produk packaging rapih aman keterlambatan pengiriman bagus,2
"good game, well played.",5,Positif,good game well played,2
"mantap semoga awet , thx gan",5,Positif,mantap semoga awet thx gan,2
"Barang berkualitas baik, pengiriman cepat",5,Positif,barang berkualitas pengiriman cepat,2
"recommended,sellernya talk less do more.",5,Positif,recommendedsellernya talk less do more,2
Bagus barangnya cepat sampai mantabbbbbbbb pokoknya,5,Positif,bagus barangnya cepat mantabbbbbbbb pokoknya,2
"barang bagus, harga bersaing, pengiriman cepat, terima kasih banyak",5,Positif,barang bagus harga bersaing pengiriman cepat terima kasih,2
Produk original... Respon penjual baik..tp klo pesan jum&#39;at malam ya dikirim hr senin karena tokox tutup hari sabtu dan minggu.. sesuai keterangan sih... Tp gpp.. yg penting barang sampai..,5,Positif,produk original respon penjual baiktp klo pesan jumat malam ya dikirim hr senin tokox tutup sabtu minggu sesuai keterangan sih tp gpp yg barang,2
Barang sudah diterima kemarin. Respon cepat barang sesuai gambar. Thx!,5,Positif,barang diterima kemarin respon cepat barang sesuai gambar thx,2
Terima kasih... hehehehehe..,5,Positif,terima kasih hehehehehe,2
Produk sesuai tapi mohon agar ditingkatkan lg dalam soal pengirimannya. Thanks,5,Positif,produk sesuai mohon ditingkatkan lg pengirimannya thanks,2
Pengiriman cepat dan barangnya jg keliatan bagus,5,Positif,pengiriman cepat barangnya jg keliatan bagus,2
"kualitas asli, pengiriman cepat, memuaskan",5,Positif,kualitas asli pengiriman cepat memuaskan,2
Barang original. Penjual ramah. Fast respon.,5,Positif,barang original penjual ramah fast respon,2
Produk sudah diterima. Trims.,5,Positif,produk diterima trims,2
"Beneran ori, uda dicek ke watch care..tapi kalo fossil store biasa ga mau terima buat kecilin talinya..jadi harus ke GI deh.. 

Pengiriman cepat, packing OK..",5,Positif,beneran ori uda dicek watch caretapi kalo fossil store ga terima kecilin talinyajadi gi deh pengiriman cepat packing ok,2
Barang sudah diterima dan dicek ke store fossil dan memang ori.. thank you,5,Positif,barang diterima dicek store fossil ori thank you,2
"Sudah sampai dengan selamat, ontime delivery nya, barang sesuai, packing rapi",5,Positif,selamat ontime delivery nya barang sesuai packing rapi,2
bagus sesuai deskripsi dan sesuai gambar,5,Positif,bagus sesuai deskripsi sesuai gambar,2
Barang bagus dan bungkus rapi,4,Positif,barang bagus bungkus rapi,2
unboxing dulu gan barang sdh smpe dengan selamat,5,Positif,unboxing gan barang sdh smpe selamat,2
Produk original. Thanks,5,Positif,produk original thanks,2
Tombol putar utk mencocokkan jam .. keras sekali susah ditarik,4,Positif,tombol putar utk mencocokkan jam keras susah ditarik,2
Barang sesuai deskripsi &amp; packing ok,5,Positif,barang sesuai deskripsi amp packing ok,2
Sesuai deskripsi. Didukung dengan box dan kartu garansi. Semoga memang ori. Mau ke counter fossil untuk cek originalitas belum sempat. Sukses selalu!,5,Positif,sesuai deskripsi didukung box kartu garansi semoga ori counter fossil cek originalitas sukses,2
barangnya bagus dan responnya cepat,5,Positif,barangnya bagus responnya cepat,2
"Jamnya bagus, semua lancar, packing rapih. Nyampe 3 hari. Terima kasih",5,Positif,jamnya bagus lancar packing rapih nyampe terima kasih,2
"Jamnya bagus, beratnya 70 gr, packaging rapi dan aman, ada bubble wrappingnya. Hr Sabtu pesan hr Rabu siang nyampe.  Very satisfying product and service. Thank you Seller and Tokopedia",5,Positif,jamnya bagus beratnya gr packaging rapi aman bubble wrappingnya hr sabtu pesan hr rabu siang nyampe very satisfying product and service thank you seller and tokopedia,2
"Rezeki di bulan Agustus, flash sale dapet jam cantik 😍",5,Positif,rezeki agustus flash sale dapet jam cantik 😍,2
Tks. Barang simple &amp; bagus.,5,Positif,tks barang simple amp bagus,2
"jamnya bagus banget, simple minimalis dan cantik",5,Positif,jamnya bagus banget simple minimalis cantik,2
Pengiriman cepat dan memuaskan,5,Positif,pengiriman cepat memuaskan,2
"Pertama kali ikut flash sale tp puaasssss,  brg asli dan rekomended",5,Positif,kali flash sale tp puaasssss brg asli rekomended,2
"Thank you, semoga awet mesin dan rantainya.",5,Positif,thank you semoga awet mesin rantainya,2
"Good seller, good product, fast shipping",5,Positif,good seller good product fast shipping,2
"Pengirimam cepat, packing rapih dan produk original. Terimakasih.",5,Positif,pengirimam cepat packing rapih produk original terimakasih,2
Pengiriman cepat dan barang original.,5,Positif,pengiriman cepat barang original,2
Terima kasih .............,5,Positif,terima kasih,2
"Mantap, barang ori pengiriman cepat",5,Positif,mantap barang ori pengiriman cepat,2
Ordered so late at night and received the package before noon next morning👍,5,Positif,ordered so late at night and received the package before noon next morning👍,2
Packing oke.. Pengiriman cepat.. Barangnya beneran ori.. Thanks,5,Positif,packing oke pengiriman cepat barangnya beneran ori thanks,2
Barangnya sesuai dengan yang ditawarkan..,5,Positif,barangnya sesuai ditawarkan,2
"Baru kali ini ikut flashsale seller nya mau bales chat 😂. Seller responsif bgt, barang original. Terimakasih",5,Positif,kali flashsale seller nya bales chat 😂 seller responsif bgt barang original terimakasih,2
"akuuu suukaaaa.. packagingnya, barangnya apalagi..",5,Positif,akuuu suukaaaa packagingnya barangnya,2
Terima kasih.. sampe di note JNE nya &#34;pastikan besok sampai!!!&#34; Cm memang kondisi kantor tutup hahaha.. terbaik !!,5,Positif,terima kasih sampe note jne nya pastikan besok cm kondisi kantor tutup hahaha terbaik,2
Sedikit lambat paketnya.. Barang sesuai dan packing bagus..,4,Positif,lambat paketnya barang sesuai packing bagus,2
"Jam nya keren, tidak ada kecacatan...",5,Positif,jam nya keren kecacatan,2
"Produk original lengkap dengan kotak dan kartu garansi, packing sangat baik, respon penjual cepat",5,Positif,produk original lengkap kotak kartu garansi packing respon penjual cepat,2
Makasih yaaaa jamnya bagusssss,5,Positif,makasih yaaaa jamnya bagusssss,2
"Siang pesan 2 jam sampai,puass",5,Positif,siang pesan jam sampaipuass,2
"Barang datang tepat waktu dan sesuai pesanan, barang nya bagus",5,Positif,barang sesuai pesanan barang nya bagus,2
"Barang bagus &amp; ori, packaging bagus &amp; rapi, masalahnya cuma proses transaksi sebelum dikirimnya lama banget (4 hari dari pemesanan)",3,Netral,barang bagus amp ori packaging bagus amp rapi proses transaksi dikirimnya banget pemesanan,1
"kualitas produk bagus, responnya saja kurang , terima kasih",5,Positif,kualitas produk bagus responnya terima kasih,2
Produk Bagus dan Sesuai Deskripsi,5,Positif,produk bagus sesuai deskripsi,2
Recommended seller terima kasih,5,Positif,recommended seller terima kasih,2
"Barang sesuai deskripsi....👍
Ini ada masalah ke service centre mana gan?
Kartu garansi ga ada ya?",5,Positif,barang sesuai deskripsi👍 service centre gan kartu garansi ga ya,2
"respon seller cepat, pengiriman cepat. Harga bagus. Semoga awet.",5,Positif,respon seller cepat pengiriman cepat harga bagus semoga awet,2
"Ori fossil, harga miring, barang sesuai",5,Positif,ori fossil harga miring barang sesuai,2
"Fast respon, barang sama dengan di gambar. Semoga awet.",5,Positif,fast respon barang gambar semoga awet,2
barang mantap respon cepat harga bersaing,5,Positif,barang mantap respon cepat harga bersaing,2
"Terima kasih barang sudah sampai, respon seller cepat 😊",5,Positif,terima kasih barang respon seller cepat 😊,2
"suka dengan jam nya! selain suka, karna ini dari orang spesial ^^",5,Positif,suka jam nya suka karna orang spesial,2
"Sesuai desc, the best lah pokoknya",5,Positif,sesuai desc the best pokoknya,2
Cepat dan produk ori top dech,5,Positif,cepat produk ori top dech,2
Barang dan packing bagus,5,Positif,barang packing bagus,2
"produk original, sangat puas dengan produk dan pelayanannya.",5,Positif,produk original puas produk pelayanannya,2
Semoga awet dan dapat diandalkan,5,Positif,semoga awet diandalkan,2
"Warna  yang datang GOLD , padahal pesanan rose gold.",3,Netral,warna gold pesanan rose gold,1
"Barang Ori 100%, respon cepat, Mantul Gan",5,Positif,barang ori respon cepat mantul gan,2
Terimakasih barang cepat sampai,5,Positif,terimakasih barang cepat,2
Pelayanan cepat dan produkny original. Thank you gan,5,Positif,pelayanan cepat produkny original thank you gan,2
"Sesuai dengan produk , namun krn kurang memperhatikan jam tangan diameter terlalu tebal..tpi its ok",5,Positif,sesuai produk krn memperhatikan jam tangan diameter tebaltpi its ok,2
Jamnya oke. Hanya tempat jamnya aja terlalu ringkih.,5,Positif,jamnya oke jamnya aja ringkih,2
"Secara fisil memang kecil, agak merasa sedikit overpriced, pack biasa saja",4,Positif,fisil overpriced pack,2
"cantikkk banget di tangan, walaupun kulit gelap tp tetep cocok. penjual fast respon dan pengiriman cepat, packaging rapi walaupun bubblewrap tipis bgt tp jam aman tanpa cacat.",5,Positif,cantikkk banget tangan kulit gelap tp tetep cocok penjual fast respon pengiriman cepat packaging rapi bubblewrap tipis bgt tp jam aman cacat,2
Model bagus. Tp deskripsi specsnya salah smua. Saya lenganny kecil. Liat ini spek ny diameter 44mm jd saya beli. Trnyata 51mm kayak yg wrna kuning (pdhl saya naksir yg wrna kuning. Tp krn ini 44mm jd beli ini d. Lah trnyata sama aja ukurannya sama yg kuning). Jd bagong bgt kayak jam power ranger. Admin jg ga friendly. Ga mo ngaku salah,2,Negatif,model bagus tp deskripsi specsnya salah smua lenganny liat spek ny diameter mm jd beli trnyata mm kayak yg wrna kuning pdhl naksir yg wrna kuning tp krn mm jd beli d trnyata aja ukurannya yg kuning jd bagong bgt kayak jam power ranger admin jg ga friendly ga mo ngaku salah,0
"Barang sudah diterima dengan baik, packaging aman, respon penjual dan pengiriman cepat. Terima kasih",5,Positif,barang diterima packaging aman respon penjual pengiriman cepat terima kasih,2
Brg baguss.. original.. respon jg cepat,5,Positif,brg baguss original respon jg cepat,2
"kualitas 👍 , very good 👌",5,Positif,kualitas 👍 very good 👌,2
"jam nya bagus, keren dan sporty, tapi bagian belakang di seal permanent jadi ga bisa di service kalo rusak",5,Positif,jam nya bagus keren sporty seal permanent ga service kalo rusak,2
"Penjual cukup ramah n fast response, maaf klo saya agak cerewet krn ini the 1st time beli barang branded via online, btw thanks a lot utk kerjasamanya.",5,Positif,penjual ramah n fast response maaf klo cerewet krn the st time beli barang branded via online btw thanks a lot utk kerjasamanya,2
Baguuuusss....sukkkaaaaaa,5,Positif,baguuuussssukkkaaaaaa,2
"Narang bagus, ori. Respon penjual cepat barangnya pun cepat sampai",5,Positif,narang bagus ori respon penjual cepat barangnya cepat,2
"Top markotop
Jos gandos",5,Positif,top markotop jos gandos,2
Sudah sampai min. Terimakasih,5,Positif,min terimakasih,2
Proses cepat...ada Harga...ada Rupa..kualitas Ok  bgt,5,Positif,proses cepatada hargaada rupakualitas ok bgt,2
"Sesuai deskripsi, barang original dan bergaransi. Seller merespon dengan cepat dan siap membantu saat ada kendala di ekspedisi.

Nice",5,Positif,sesuai deskripsi barang original bergaransi seller merespon cepat membantu kendala ekspedisi nice,2
Saya ragu kalau ORI ya krn kurang kokoh dan kronograph tdk fungsi baik,4,Positif,ragu ori ya krn kokoh kronograph tdk fungsi,2
"Best seller selama pakai tokped, respon cepet banget, order jumat jam 4an, dikirim jam 5an, sampai sabtu sore, pesen reguler dikirim pakai YES, mantul abis! packing rapi barang ori garansi sesuai tgl beli, TOP. Sukses lapaknya gan!",5,Positif,best seller pakai tokped respon cepet banget order jumat jam an dikirim jam an sabtu sore pesen reguler dikirim pakai yes mantul abis packing rapi barang ori garansi sesuai tgl beli top sukses lapaknya gan,2
"Puas banget barang original authentic, pelayanan baik respon dan pengiriman cepat. Mudah2an awet, terima kasih",5,Positif,puas banget barang original authentic pelayanan respon pengiriman cepat mudahan awet terima kasih,2
Barang ori. Pengiriman cepat. Packing ok,5,Positif,barang ori pengiriman cepat packing ok,2
"Jam Oke, mantap.. hanya saja harusnya ditulis sabtu-minggu tutup, jadi agak delay sih pengiriman meskipun pake JNE YES tetep sampe senen :D. Overall OKE",5,Positif,jam oke mantap ditulis sabtuminggu tutup delay sih pengiriman pake jne yes tetep sampe senen d overall oke,2
Cantiiik bangeet jaaamnyaa💖. Makasiih banyaak yaa,5,Positif,cantiiik bangeet jaaamnyaa💖 makasiih banyaak yaa,2
"Sekelas official store jual barang bm mesin jelek kacau, semoga berkah aja. Jangan percaya harga diskon nipu. Merugikan",1,Negatif,sekelas official store jual barang bm mesin jelek kacau semoga berkah aja percaya harga diskon nipu merugikan,0
"Packaging rapi, produk bagus",5,Positif,packaging rapi produk bagus,2
Biar bintang yang berbicara!!!,5,Positif,biar bintang berbicara,2
"Biar foto yg menjelaskan,,",5,Positif,biar foto yg,2
"Barang bagus dan sesuai, kemasan bagus dan rapi, proses cepat masih ditambah bonus kartu Flazz.",5,Positif,barang bagus sesuai kemasan bagus rapi proses cepat ditambah bonus kartu flazz,2
